PLOT_BID,CROSS_GROUP,BREEDER_CODE,SOURCE,PEDIGREE,ORIGIN,CROSS_NAME,BARCODE,EL,FMATR,LNTH,MIC,SFC,STRN,UNIF,PLOT_BID1,SCW,LINT,FSW,LP,TRUN_OUT,BSW
P00000000879546259124722,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124722,,,,,,,,,,,,,,
P00000000879546259124723,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124723,,,,,,,,,,,,,,
P00000000879546259124724,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124724,,,,,,,,,,,,,,
P00000000879546259124725,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124725,,,,,,,,,,,,,,
P00000000879546259124726,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124726,,,,,,,,,,,,,,
P00000000879546259124727,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124727,,,,,,,,,,,,,,
P00000000879546259124728,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124728,,,,,,,,,,,,,,
P00000000879546259124729,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124729,,,,,,,,,,,,,,
P00000000879546259124730,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124730,,,,,,,,,,,,,,
P00000000879546259124731,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124731,,,,,,,,,,,,,,
P00000000879546259124732,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124732,,,,,,,,,,,,,,
P00000000879546259124733,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124733,,,,,,,,,,,,,,
P00000000879546259124734,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124734,,,,,,,,,,,,,,
P00000000879546259124735,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124735,,,,,,,,,,,,,,
P00000000879546259124736,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124736,,,,,,,,,,,,,,
P00000000879546259124737,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124737,,,,,,,,,,,,,,
P00000000879546259124738,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124738,,,,,,,,,,,,,,
P00000000879546259124739,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124739,,,,,,,,,,,,,,
P00000000879546259124740,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124740,,,,,,,,,,,,,,
P00000000879546259124741,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124741,,,,,,,,,,,,,,
P00000000879546259124742,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124742,,,,,,,,,,,,,,
P00000000879546259124743,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124743,,,,,,,,,,,,,,
P00000000879546259124744,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124744,,,,,,,,,,,,,,
P00000000879546259124745,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124745,,,,,,,,,,,,,,
P00000000879546259124746,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124746,,,,,,,,,,,,,,
P00000000879546259124747,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124747,,,,,,,,,,,,,,
P00000000879546259124748,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124748,,,,,,,,,,,,,,
P00000000879546259124749,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124749,,,,,,,,,,,,,,
P00000000879546259124750,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124750,,,,,,,,,,,,,,
P00000000879546259124751,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124751,,,,,,,,,,,,,,
P00000000879546259124752,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124752,,,,,,,,,,,,,,
P00000000879546259124753,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124753,,,,,,,,,,,,,,
P00000000879546259124754,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124754,,,,,,,,,,,,,,
P00000000879546259124755,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124755,,,,,,,,,,,,,,
P00000000879546259124756,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124756,,,,,,,,,,,,,,
P00000000879546259124757,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124757,,,,,,,,,,,,,,
P00000000879546259124758,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124758,,,,,,,,,,,,,,
P00000000879546259124759,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124759,,,,,,,,,,,,,,
P00000000879546259124760,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124760,,,,,,,,,,,,,,
P00000000879546259124761,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124761,,,,,,,,,,,,,,
P00000000879546259124762,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124762,,,,,,,,,,,,,,
P00000000879546259124763,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124763,,,,,,,,,,,,,,
P00000000879546259124764,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124764,,,,,,,,,,,,,,
P00000000879546259124765,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124765,,,,,,,,,,,,,,
P00000000879546259124766,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124766,,,,,,,,,,,,,,
P00000000879546259124767,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124767,,,,,,,,,,,,,,
P00000000879546259124768,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546259124768,,,,,,,,,,,,,,
P00000000879546263375433,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375433,,,,,,,,,,,,,,
P00000000879546263375434,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375434,,,,,,,,,,,,,,
P00000000879546263375435,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375435,,,,,,,,,,,,,,
P00000000879546263375436,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375436,,,,,,,,,,,,,,
P00000000879546263375437,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375437,,,,,,,,,,,,,,
P00000000879546263375438,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375438,,,,,,,,,,,,,,
P00000000879546263375439,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375439,,,,,,,,,,,,,,
P00000000879546263375440,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375440,,,,,,,,,,,,,,
P00000000879546263375441,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375441,,,,,,,,,,,,,,
P00000000879546263375442,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375442,,,,,,,,,,,,,,
P00000000879546263375443,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375443,,,,,,,,,,,,,,
P00000000879546263375444,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375444,,,,,,,,,,,,,,
P00000000879546263375445,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375445,,,,,,,,,,,,,,
P00000000879546263375446,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375446,,,,,,,,,,,,,,
P00000000879546263375447,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375447,,,,,,,,,,,,,,
P00000000879546263375448,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375448,,,,,,,,,,,,,,
P00000000879546263375449,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375449,,,,,,,,,,,,,,
P00000000879546263375450,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375450,,,,,,,,,,,,,,
P00000000879546263375451,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375451,,,,,,,,,,,,,,
P00000000879546263375452,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375452,,,,,,,,,,,,,,
P00000000879546263375453,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375453,,,,,,,,,,,,,,
P00000000879546263375454,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375454,,,,,,,,,,,,,,
P00000000879546263375455,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375455,,,,,,,,,,,,,,
P00000000879546263375456,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375456,,,,,,,,,,,,,,
P00000000879546263375457,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375457,,,,,,,,,,,,,,
P00000000879546263375458,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375458,,,,,,,,,,,,,,
P00000000879546263375459,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375459,,,,,,,,,,,,,,
P00000000879546263375460,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375460,,,,,,,,,,,,,,
P00000000879546263375461,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375461,,,,,,,,,,,,,,
P00000000879546263375462,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375462,,,,,,,,,,,,,,
P00000000879546263375463,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375463,,,,,,,,,,,,,,
P00000000879546263375464,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375464,,,,,,,,,,,,,,
P00000000879546263375465,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375465,,,,,,,,,,,,,,
P00000000879546263375466,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375466,,,,,,,,,,,,,,
P00000000879546263375467,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375467,,,,,,,,,,,,,,
P00000000879546263375468,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375468,,,,,,,,,,,,,,
P00000000879546263375469,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375469,,,,,,,,,,,,,,
P00000000879546263375470,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375470,,,,,,,,,,,,,,
P00000000879546263375471,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375471,,,,,,,,,,,,,,
P00000000879546263375472,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375472,,,,,,,,,,,,,,
P00000000879546263375473,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375473,,,,,,,,,,,,,,
P00000000879546263375474,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375474,,,,,,,,,,,,,,
P00000000879546263375475,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375475,,,,,,,,,,,,,,
P00000000879546263375476,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375476,,,,,,,,,,,,,,
P00000000879546263375477,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375477,,,,,,,,,,,,,,
P00000000879546263375478,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375478,,,,,,,,,,,,,,
P00000000879546263375479,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375479,,,,,,,,,,,,,,
P00000000879546263375480,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375480,,,,,,,,,,,,,,
P00000000879546263375481,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375481,,,,,,,,,,,,,,
P00000000879546263375482,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375482,,,,,,,,,,,,,,
P00000000879546263375483,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375483,,,,,,,,,,,,,,
P00000000879546263375484,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375484,,,,,,,,,,,,,,
P00000000879546263375485,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375485,,,,,,,,,,,,,,
P00000000879546263375486,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375486,,,,,,,,,,,,,,
P00000000879546263375487,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375487,,,,,,,,,,,,,,
P00000000879546263375488,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375488,,,,,,,,,,,,,,
P00000000879546263375489,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375489,,,,,,,,,,,,,,
P00000000879546263375490,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375490,,,,,,,,,,,,,,
P00000000879546263375491,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375491,,,,,,,,,,,,,,
P00000000879546263375492,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375492,,,,,,,,,,,,,,
P00000000879546263375493,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375493,,,,,,,,,,,,,,
P00000000879546263375494,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375494,,,,,,,,,,,,,,
P00000000879546263375495,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375495,,,,,,,,,,,,,,
P00000000879546263375496,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375496,,,,,,,,,,,,,,
P00000000879546263375497,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375497,,,,,,,,,,,,,,
P00000000879546263375498,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375498,,,,,,,,,,,,,,
P00000000879546263375499,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375499,,,,,,,,,,,,,,
P00000000879546263375500,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375500,,,,,,,,,,,,,,
P00000000879546263375501,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375501,,,,,,,,,,,,,,
P00000000879546263375502,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375502,,,,,,,,,,,,,,
P00000000879546263375503,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375503,,,,,,,,,,,,,,
P00000000879546263375504,G13N023,G,14 04 EY CG GCBAGH-PELON_00054_00017_1_1_$,EY_10Y0401/12Y0811:[&29].@a-@$@$,10Y0401/12Y0811,G13N023,P00000000879546263375504,,,,,,,,,,,,,,
